date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:42	18819/18819	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:43%20GMT	https://whc.peacefulqode.com/login	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/login.html	(from https://whc.peacefulqode.com/)
00:48:42	21709/21709	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:43%20GMT	https://whc.peacefulqode.com/?language=chinese	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexb719.html	(from https://whc.peacefulqode.com/)
00:48:43	21738/21738	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:44%20GMT	https://whc.peacefulqode.com/?language=croatian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index3e07.html	(from https://whc.peacefulqode.com/)
00:48:43	21747/21747	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:44%20GMT	https://whc.peacefulqode.com/?language=czech	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index1ff1.html	(from https://whc.peacefulqode.com/)
00:48:44	21740/21740	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:44%20GMT	https://whc.peacefulqode.com/?language=danish	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index6c6e.html	(from https://whc.peacefulqode.com/)
00:48:44	21810/21810	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:45%20GMT	https://whc.peacefulqode.com/?language=dutch	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexfb36.html	(from https://whc.peacefulqode.com/)
00:48:44	71125/71125	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:45%20GMT	https://whc.peacefulqode.com/register.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/register.html	(from https://whc.peacefulqode.com/)
00:48:45	21687/21687	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:45%20GMT	https://whc.peacefulqode.com/?language=english	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index59a8.html	(from https://whc.peacefulqode.com/)
00:48:45	21728/21728	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:46%20GMT	https://whc.peacefulqode.com/?language=estonian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexa384.html	(from https://whc.peacefulqode.com/)
00:48:46	99411/99411	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:47%20GMT	https://whc.peacefulqode.com/cart.php?a=view	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/cart14c8.html	(from https://whc.peacefulqode.com/)
00:48:47	21993/21993	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:47%20GMT	https://whc.peacefulqode.com/?language=farsi	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index1bad.html	(from https://whc.peacefulqode.com/)
00:48:47	21914/21914	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:48%20GMT	https://whc.peacefulqode.com/?language=french	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index983d.html	(from https://whc.peacefulqode.com/)
00:48:47	21782/21782	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:48%20GMT	https://whc.peacefulqode.com/?language=german	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index28d4.html	(from https://whc.peacefulqode.com/)
00:48:48	22107/22107	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:49%20GMT	https://whc.peacefulqode.com/?language=hebrew	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexd9af.html	(from https://whc.peacefulqode.com/)
00:48:48	22341/22341	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:49%20GMT	https://whc.peacefulqode.com/index.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index-2.html	(from https://whc.peacefulqode.com/)
00:48:49	21810/21810	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:49%20GMT	https://whc.peacefulqode.com/?language=hungarian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index0494.html	(from https://whc.peacefulqode.com/)
00:48:49	21783/21783	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:50%20GMT	https://whc.peacefulqode.com/?language=italian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index6e5a.html	(from https://whc.peacefulqode.com/)
00:48:49	22160/22160	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:50%20GMT	https://whc.peacefulqode.com/?language=macedonian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexb2fa.html	(from https://whc.peacefulqode.com/)
00:48:49	21748/21748	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:50%20GMT	https://whc.peacefulqode.com/?language=norwegian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexfcce.html	(from https://whc.peacefulqode.com/)
00:48:50	21039/21039	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:51%20GMT	https://whc.peacefulqode.com/store	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/store.html	(from https://whc.peacefulqode.com/)
00:48:50	22298/22298	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:51%20GMT	https://whc.peacefulqode.com/?language=portuguese-br	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index26ea.html	(from https://whc.peacefulqode.com/)
00:48:51	21764/21764	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:52%20GMT	https://whc.peacefulqode.com/?language=portuguese-pt	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index6a35.html	(from https://whc.peacefulqode.com/)
00:48:51	21783/21783	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:52%20GMT	https://whc.peacefulqode.com/?language=romanian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexa582.html	(from https://whc.peacefulqode.com/)
00:48:51	22100/22100	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:52%20GMT	https://whc.peacefulqode.com/?language=russian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexb57d.html	(from https://whc.peacefulqode.com/)
00:48:52	50568/50568	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:52%20GMT	https://whc.peacefulqode.com/cart.php?a=add&domain=register	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/cart2029.html	(from https://whc.peacefulqode.com/)
00:48:52	21793/21793	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:53%20GMT	https://whc.peacefulqode.com/?language=spanish	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexad1d.html	(from https://whc.peacefulqode.com/)
00:48:52	21739/21739	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:53%20GMT	https://whc.peacefulqode.com/?language=swedish	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/index7fac.html	(from https://whc.peacefulqode.com/)
00:48:53	21773/21773	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:54%20GMT	https://whc.peacefulqode.com/?language=turkish	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexac68.html	(from https://whc.peacefulqode.com/)
00:48:53	22141/22141	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:54%20GMT	https://whc.peacefulqode.com/?language=ukranian	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/indexc941.html	(from https://whc.peacefulqode.com/)
00:48:53	25760/25760	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:54%20GMT	https://whc.peacefulqode.com/cart.php?a=add&domain=transfer	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/cart7c76.html	(from https://whc.peacefulqode.com/)
00:48:54	25145/25145	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:55%20GMT	https://whc.peacefulqode.com/announcements	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/announcements.html	(from https://whc.peacefulqode.com/)
00:48:55	23745/23745	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:56%20GMT	https://whc.peacefulqode.com/knowledgebase	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/knowledgebase.html	(from https://whc.peacefulqode.com/)
00:48:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2004%20Sep%202022%2005:48:57%20GMT	https://whc.peacefulqode.com/serverstatus.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/serverstatus.e.delayed	(from https://whc.peacefulqode.com/)
00:48:57	83/83	---M--	409	error ('Conflict')	text/html	date:Sun,%2004%20Sep%202022%2005:48:58%20GMT	https://whc.peacefulqode.com/contact.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/contact.f.delayed	(from https://whc.peacefulqode.com/)
00:48:58	18714/18714	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:48:59%20GMT	https://whc.peacefulqode.com/password/reset	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/password/reset.html	(from https://whc.peacefulqode.com/)
00:48:58	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2004%20Sep%202022%2005:48:59%20GMT	https://whc.peacefulqode.com/domainchecker.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/domainchecker.php	(from https://whc.peacefulqode.com/)
00:48:59	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2004%20Sep%202022%2005:49:00%20GMT	https://whc.peacefulqode.com/cart.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/cart.php	(from https://whc.peacefulqode.com/)
00:48:59	18992/18992	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:49:00%20GMT	https://whc.peacefulqode.com/submitticket.php	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/submitticket.html	(from https://whc.peacefulqode.com/)
00:49:00	26144/26144	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Sep%202022%2005:49:01%20GMT	https://whc.peacefulqode.com/announcements/1/Thank-you-for-choosing-WHMCS.html	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/announcements/1/Thank-you-for-choosing-WHMCS.html	(from https://whc.peacefulqode.com/)
00:49:01	711/711	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/overlay-spinner.svg	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/overlay-spinner.svg	(from https://whc.peacefulqode.com/)
00:49:01	519/519	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/clippy.svg	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/clippy.svg	(from https://whc.peacefulqode.com/)
00:49:02	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.eot	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.eot	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:02	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.eot?	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regulard41d.eot	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:03	18028/18028	---M--	200	added ('OK')	font/woff2	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.woff2	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.woff2	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:03	23424/23424	---M--	200	added ('OK')	font/woff	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.woff	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.woff	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:04	45404/45404	---M--	200	added ('OK')	font/ttf	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.ttf	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.ttf	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:04	65960/65960	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/img/flags.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/img/flags.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:05	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.svg	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/fonts/glyphicons-halflings-regular.svg	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:05	173609/173609	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/img/flags@2x.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/img/flags@2x.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:06	85380/85380	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/img/globe.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/img/globe.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:06	607/607	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/search.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/search.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:06	31275/31275	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/img/worldmap.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/img/worldmap.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:07	2956/2956	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/unknown.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/unknown.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:07	3680/3680	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/visa.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/visa.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:07	3430/3430	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/mastercard.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/mastercard.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:07	3790/3790	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/amex.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/amex.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:08	4029/4029	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/dinersclub.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/dinersclub.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:08	3815/3815	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/discover.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/discover.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:08	3347/3347	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/unionpay.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/unionpay.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:08	4539/4539	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/jcb.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/jcb.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:09	3464/3464	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/maestro.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/maestro.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:09	4095/4095	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/forbrugsforeningen.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/forbrugsforeningen.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:09	4106/4106	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/img/payment/dankort.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/img/payment/dankort.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:10	2185/2185	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/css/blue.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/css/blue.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:10	4485/4485	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202020%2021:32:10%20GMT	https://whc.peacefulqode.com/templates/six/css/blue@2x.png	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/templates/six/css/blue@2x.png	(from https://whc.peacefulqode.com/templates/six/css/all.min.css?v=5937de)
00:49:11	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.eot	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400.eot	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:11	74652/74652	---M--	200	added ('OK')	font/woff2	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.woff2	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400.woff2	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:12	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.eot?	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400d41d.eot	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:12	87644/87644	---M--	200	added ('OK')	font/woff	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.woff	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400.woff	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:13	129428/129428	---M--	200	added ('OK')	font/ttf	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.ttf	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400.ttf	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:13	691747/691747	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-brands-400.svg	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-brands-400.svg	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:14	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-duotone-900.eot	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-duotone-900.eot	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:14	163828/163828	---M--	200	added ('OK')	font/woff2	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-duotone-900.woff2	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-duotone-900.woff2	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:15	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-duotone-900.eot?	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-duotone-900d41d.eot	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:15	231716/231716	---M--	200	added ('OK')	font/woff	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-duotone-900.woff	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-duotone-900.woff	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
00:49:16	495560/495560	---M--	200	added ('OK')	font/ttf	date:Fri,%2026%20Feb%202021%2000:30:04%20GMT	https://whc.peacefulqode.com/assets/webfonts/fa-duotone-900.ttf	C:/Users/angie/Desktop/tema%20whm/eg/whc.peacefulqode.com/assets/webfonts/fa-duotone-900.ttf	(from https://whc.peacefulqode.com/assets/css/fontawesome-all.min.css)
